testb0   ---D---- ---S---- CZ = ---Q---- CZ
1E  01F  FFFFFFFF 00000000 11 = FFFFFFF0 11
1E  020  00000000 00000001 00 = 00000000 00
1E  021  00000000 00000001 01 = 00000000 01
1E  022  00000000 00000001 10 = 00000000 10
1E  023  00000000 00000001 11 = 00000000 11
1E  024  00000001 00000001 00 = 00000010 00
1E  025  00000001 00000001 01 = 00000010 01
1E  026  00000001 00000001 10 = 00000010 10
1E  027  00000001 00000001 11 = 00000010 11
1E  028  00000002 00000001 00 = 00000020 00
1E  029  00000002 00000001 01 = 00000020 01
1E  02A  00000002 00000001 10 = 00000020 10
1E  02B  00000002 00000001 11 = 00000020 11
1E  02C  7FFFFFFF 00000001 00 = FFFFFFF0 00
1E  02D  7FFFFFFF 00000001 01 = FFFFFFF0 01
1E  02E  7FFFFFFF 00000001 10 = FFFFFFF0 10
1E  02F  7FFFFFFF 00000001 11 = FFFFFFF0 11
1E  030  80000000 00000001 00 = 00000000 00
1E  031  80000000 00000001 01 = 00000000 01
1E  032  80000000 00000001 10 = 00000000 10
1E  033  80000000 00000001 11 = 00000000 11
1E  034  80000001 00000001 00 = 00000010 00
1E  035  80000001 00000001 01 = 00000010 01
1E  036  80000001 00000001 10 = 00000010 10
1E  037  80000001 00000001 11 = 00000010 11
1E  038  FFFFFFFE 00000001 00 = FFFFFFE0 00
1E  039  FFFFFFFE 00000001 01 = FFFFFFE0 01
1E  03A  FFFFFFFE 00000001 10 = FFFFFFE0 10
1E  03B  FFFFFFFE 00000001 11 = FFFFFFE0 11
1E  03C  FFFFFFFF 00000001 00 = FFFFFFF0 00
1E  03D  FFFFFFFF 00000001 01 = FFFFFFF0 01
1E  03E  FFFFFFFF 00000001 10 = FFFFFFF0 10
1E  03F  FFFFFFFF 00000001 11 = FFFFFFF0 11
1E  040  00000000 00000002 00 = 00000000 00
1E  041  00000000 00000002 01 = 00000000 01
1E  042  00000000 00000002 10 = 00000000 10
1E  043  00000000 00000002 11 = 00000000 11
1E  044  00000001 00000002 00 = 00000010 00
1E  045  00000001 00000002 01 = 00000010 01
1E  046  00000001 00000002 10 = 00000010 10
1E  047  00000001 00000002 11 = 00000010 11
1E  048  00000002 00000002 00 = 00000020 00
1E  049  00000002 00000002 01 = 00000020 01
1E  04A  00000002 00000002 10 = 00000020 10
1E  04B  00000002 00000002 11 = 00000020 11
1E  04C  7FFFFFFF 00000002 00 = FFFFFFF0 00
1E  04D  7FFFFFFF 00000002 01 = FFFFFFF0 01
1E  04E  7FFFFFFF 00000002 10 = FFFFFFF0 10
1E  04F  7FFFFFFF 00000002 11 = FFFFFFF0 11
1E  050  80000000 00000002 00 = 00000000 00
1E  051  80000000 00000002 01 = 00000000 01
1E  052  80000000 00000002 10 = 00000000 10
1E  053  80000000 00000002 11 = 00000000 11
1E  054  80000001 00000002 00 = 00000010 00
1E  055  80000001 00000002 01 = 00000010 01
1E  056  80000001 00000002 10 = 00000010 10
1E  057  80000001 00000002 11 = 00000010 11
1E  058  FFFFFFFE 00000002 00 = FFFFFFE0 00
1E  059  FFFFFFFE 00000002 01 = FFFFFFE0 01
1E  05A  FFFFFFFE 00000002 10 = FFFFFFE0 10
1E  05B  FFFFFFFE 00000002 11 = FFFFFFE0 11
1E  05C  FFFFFFFF 00000002 00 = FFFFFFF0 00
1E  05D  FFFFFFFF 00000002 01 = FFFFFFF0 01
1E  05E  FFFFFFFF 00000002 10 = FFFFFFF0 10
1E  05F  FFFFFFFF 00000002 11 = FFFFFFF0 11
1E  060  00000000 7FFFFFFF 00 = 0000000F 00
1E  061  00000000 7FFFFFFF 01 = 0000000F 01
1E  062  00000000 7FFFFFFF 10 = 0000000F 10
1E  063  00000000 7FFFFFFF 11 = 0000000F 11
1E  064  00000001 7FFFFFFF 00 = 0000001F 00
1E  065  00000001 7FFFFFFF 01 = 0000001F 01
1E  066  00000001 7FFFFFFF 10 = 0000001F 10
1E  067  00000001 7FFFFFFF 11 = 0000001F 11
1E  068  00000002 7FFFFFFF 00 = 0000002F 00
1E  069  00000002 7FFFFFFF 01 = 0000002F 01
1E  06A  00000002 7FFFFFFF 10 = 0000002F 10
1E  06B  00000002 7FFFFFFF 11 = 0000002F 11
1E  06C  7FFFFFFF 7FFFFFFF 00 = FFFFFFFF 00
1E  06D  7FFFFFFF 7FFFFFFF 01 = FFFFFFFF 01
1E  06E  7FFFFFFF 7FFFFFFF 10 = FFFFFFFF 10
1E  06F  7FFFFFFF 7FFFFFFF 11 = FFFFFFFF 11
1E  070  80000000 7FFFFFFF 00 = 0000000F 00
1E  071  80000000 7FFFFFFF 01 = 0000000F 01
1E  072  80000000 7FFFFFFF 10 = 0000000F 10
1E  073  80000000 7FFFFFFF 11 = 0000000F 11
1E  074  80000001 7FFFFFFF 00 = 0000001F 00
1E  075  80000001 7FFFFFFF 01 = 0000001F 01
1E  076  80000001 7FFFFFFF 10 = 0000001F 10
1E  077  80000001 7FFFFFFF 11 = 0000001F 11
1E  078  FFFFFFFE 7FFFFFFF 00 = FFFFFFEF 00
1E  079  FFFFFFFE 7FFFFFFF 01 = FFFFFFEF 01
1E  07A  FFFFFFFE 7FFFFFFF 10 = FFFFFFEF 10
1E  07B  FFFFFFFE 7FFFFFFF 11 = FFFFFFEF 11
1E  07C  FFFFFFFF 7FFFFFFF 00 = FFFFFFFF 00
1E  07D  FFFFFFFF 7FFFFFFF 01 = FFFFFFFF 01
1E  07E  FFFFFFFF 7FFFFFFF 10 = FFFFFFFF 10
1E  07F  FFFFFFFF 7FFFFFFF 11 = FFFFFFFF 11
1E  080  00000000 80000000 00 = 00000000 00
1E  081  00000000 80000000 01 = 00000000 01
1E  082  00000000 80000000 10 = 00000000 10
1E  083  00000000 80000000 11 = 00000000 11
1E  084  00000001 80000000 00 = 00000010 00
1E  085  00000001 80000000 01 = 00000010 01
1E  086  00000001 80000000 10 = 00000010 10
1E  087  00000001 80000000 11 = 00000010 11
1E  088  00000002 80000000 00 = 00000020 00
1E  089  00000002 80000000 01 = 00000020 01
1E  08A  00000002 80000000 10 = 00000020 10
1E  08B  00000002 80000000 11 = 00000020 11
1E  08C  7FFFFFFF 80000000 00 = FFFFFFF0 00
1E  08D  7FFFFFFF 80000000 01 = FFFFFFF0 01
1E  08E  7FFFFFFF 80000000 10 = FFFFFFF0 10
1E  08F  7FFFFFFF 80000000 11 = FFFFFFF0 11
1E  090  80000000 80000000 00 = 00000000 00
1E  091  80000000 80000000 01 = 00000000 01
1E  092  80000000 80000000 10 = 00000000 10
1E  093  80000000 80000000 11 = 00000000 11
1E  094  80000001 80000000 00 = 00000010 00
1E  095  80000001 80000000 01 = 00000010 01
1E  096  80000001 80000000 10 = 00000010 10
1E  097  80000001 80000000 11 = 00000010 11
1E  098  FFFFFFFE 80000000 00 = FFFFFFE0 00
1E  099  FFFFFFFE 80000000 01 = FFFFFFE0 01
1E  09A  FFFFFFFE 80000000 10 = FFFFFFE0 10
1E  09B  FFFFFFFE 80000000 11 = FFFFFFE0 11
1E  09C  FFFFFFFF 80000000 00 = FFFFFFF0 00
1E  09D  FFFFFFFF 80000000 01 = FFFFFFF0 01
1E  09E  FFFFFFFF 80000000 10 = FFFFFFF0 10
1E  09F  FFFFFFFF 80000000 11 = FFFFFFF0 11
1E  0A0  00000000 80000001 00 = 00000000 00
1E  0A1  00000000 80000001 01 = 00000000 01
1E  0A2  00000000 80000001 10 = 00000000 10
1E  0A3  00000000 80000001 11 = 00000000 11
1E  0A4  00000001 80000001 00 = 00000010 00
1E  0A5  00000001 80000001 01 = 00000010 01
1E  0A6  00000001 80000001 10 = 00000010 10
1E  0A7  00000001 80000001 11 = 00000010 11
1E  0A8  00000002 80000001 00 = 00000020 00
1E  0A9  00000002 80000001 01 = 00000020 01
1E  0AA  00000002 80000001 10 = 00000020 10
1E  0AB  00000002 80000001 11 = 00000020 11
1E  0AC  7FFFFFFF 80000001 00 = FFFFFFF0 00
1E  0AD  7FFFFFFF 80000001 01 = FFFFFFF0 01
1E  0AE  7FFFFFFF 80000001 10 = FFFFFFF0 10
1E  0AF  7FFFFFFF 80000001 11 = FFFFFFF0 11
1E  0B0  80000000 80000001 00 = 00000000 00
1E  0B1  80000000 80000001 01 = 00000000 01
1E  0B2  80000000 80000001 10 = 00000000 10
1E  0B3  80000000 80000001 11 = 00000000 11
1E  0B4  80000001 80000001 00 = 00000010 00
1E  0B5  80000001 80000001 01 = 00000010 01
1E  0B6  80000001 80000001 10 = 00000010 10
1E  0B7  80000001 80000001 11 = 00000010 11
1E  0B8  FFFFFFFE 80000001 00 = FFFFFFE0 00
1E  0B9  FFFFFFFE 80000001 01 = FFFFFFE0 01
1E  0BA  FFFFFFFE 80000001 10 = FFFFFFE0 10
1E  0BB  FFFFFFFE 80000001 11 = FFFFFFE0 11
1E  0BC  FFFFFFFF 80000001 00 = FFFFFFF0 00
1E  0BD  FFFFFFFF 80000001 01 = FFFFFFF0 01
1E  0BE  FFFFFFFF 80000001 10 = FFFFFFF0 10
1E  0BF  FFFFFFFF 80000001 11 = FFFFFFF0 11
1E  0C0  00000000 FFFFFFFE 00 = 0000000F 00
1E  0C1  00000000 FFFFFFFE 01 = 0000000F 01
1E  0C2  00000000 FFFFFFFE 10 = 0000000F 10
1E  0C3  00000000 FFFFFFFE 11 = 0000000F 11
1E  0C4  00000001 FFFFFFFE 00 = 0000001F 00
1E  0C5  00000001 FFFFFFFE 01 = 0000001F 01
1E  0C6  00000001 FFFFFFFE 10 = 0000001F 10
1E  0C7  00000001 FFFFFFFE 11 = 0000001F 11
1E  0C8  00000002 FFFFFFFE 00 = 0000002F 00
1E  0C9  00000002 FFFFFFFE 01 = 0000002F 01
1E  0CA  00000002 FFFFFFFE 10 = 0000002F 10
1E  0CB  00000002 FFFFFFFE 11 = 0000002F 11
1E  0CC  7FFFFFFF FFFFFFFE 00 = FFFFFFFF 00
1E  0CD  7FFFFFFF FFFFFFFE 01 = FFFFFFFF 01
1E  0CE  7FFFFFFF FFFFFFFE 10 = FFFFFFFF 10
1E  0CF  7FFFFFFF FFFFFFFE 11 = FFFFFFFF 11
1E  0D0  80000000 FFFFFFFE 00 = 0000000F 00
1E  0D1  80000000 FFFFFFFE 01 = 0000000F 01
1E  0D2  80000000 FFFFFFFE 10 = 0000000F 10
1E  0D3  80000000 FFFFFFFE 11 = 0000000F 11
1E  0D4  80000001 FFFFFFFE 00 = 0000001F 00
1E  0D5  80000001 FFFFFFFE 01 = 0000001F 01
1E  0D6  80000001 FFFFFFFE 10 = 0000001F 10
1E  0D7  80000001 FFFFFFFE 11 = 0000001F 11
1E  0D8  FFFFFFFE FFFFFFFE 00 = FFFFFFEF 00
1E  0D9  FFFFFFFE FFFFFFFE 01 = FFFFFFEF 01
1E  0DA  FFFFFFFE FFFFFFFE 10 = FFFFFFEF 10
1E  0DB  FFFFFFFE FFFFFFFE 11 = FFFFFFEF 11
1E  0DC  FFFFFFFF FFFFFFFE 00 = FFFFFFFF 00
1E  0DD  FFFFFFFF FFFFFFFE 01 = FFFFFFFF 01
1E  0DE  FFFFFFFF FFFFFFFE 10 = FFFFFFFF 10
1E  0DF  FFFFFFFF FFFFFFFE 11 = FFFFFFFF 11
1E  0E0  00000000 FFFFFFFF 00 = 0000000F 00
1E  0E1  00000000 FFFFFFFF 01 = 0000000F 01
1E  0E2  00000000 FFFFFFFF 10 = 0000000F 10
1E  0E3  00000000 FFFFFFFF 11 = 0000000F 11
1E  0E4  00000001 FFFFFFFF 00 = 0000001F 00
1E  0E5  00000001 FFFFFFFF 01 = 0000001F 01
1E  0E6  00000001 FFFFFFFF 10 = 0000001F 10
1E  0E7  00000001 FFFFFFFF 11 = 0000001F 11
1E  0E8  00000002 FFFFFFFF 00 = 0000002F 00
1E  0E9  00000002 FFFFFFFF 01 = 0000002F 01
1E  0EA  00000002 FFFFFFFF 10 = 0000002F 10
1E  0EB  00000002 FFFFFFFF 11 = 0000002F 11
1E  0EC  7FFFFFFF FFFFFFFF 00 = FFFFFFFF 00
1E  0ED  7FFFFFFF FFFFFFFF 01 = FFFFFFFF 01
1E  0EE  7FFFFFFF FFFFFFFF 10 = FFFFFFFF 10
1E  0EF  7FFFFFFF FFFFFFFF 11 = FFFFFFFF 11
1E  0F0  80000000 FFFFFFFF 00 = 0000000F 00
1E  0F1  80000000 FFFFFFFF 01 = 0000000F 01
1E  0F2  80000000 FFFFFFFF 10 = 0000000F 10
1E  0F3  80000000 FFFFFFFF 11 = 0000000F 11
1E  0F4  80000001 FFFFFFFF 00 = 0000001F 00
1E  0F5  80000001 FFFFFFFF 01 = 0000001F 01
1E  0F6  80000001 FFFFFFFF 10 = 0000001F 10
1E  0F7  80000001 FFFFFFFF 11 = 0000001F 11
1E  0F8  FFFFFFFE FFFFFFFF 00 = FFFFFFEF 00
1E  0F9  FFFFFFFE FFFFFFFF 01 = FFFFFFEF 01
1E  0FA  FFFFFFFE FFFFFFFF 10 = FFFFFFEF 10
1E  0FB  FFFFFFFE FFFFFFFF 11 = FFFFFFEF 11
1E  0FC  FFFFFFFF FFFFFFFF 00 = FFFFFFFF 00
1E  0FD  FFFFFFFF FFFFFFFF 01 = FFFFFFFF 01
1E  0FE  FFFFFFFF FFFFFFFF 10 = FFFFFFFF 10
1E  0FF  FFFFFFFF FFFFFFFF 11 = FFFFFFFF 11
rolnib7  ---D---- ---S---- CZ = ---Q---- CZ
1F  000  00000000 00000000 00 = 00000000 00
1F  001  00000000 00000000 01 = 00000000 01
1F  002  00000000 00000000 10 = 00000000 10
1F  003  00000000 00000000 11 = 00000000 11
1F  004  00000001 00000000 00 = 00000010 00
1F  005  00000001 00000000 01 = 00000010 01
1F  006  00000001 00000000 10 = 00000010 10
1F  007  00000001 00000000 11 = 00000010 11
1F  008  00000002 00000000 00 = 00000020 00
1F  009  00000002 00000000 01 = 00000020 01
1F  00A  00000002 00000000 10 = 00000020 10
1F  00B  00000002 00000000 11 = 00000020 11
1F  00C  7FFFFFFF 00000000 00 = FFFFFFF0 00
1F  00D  7FFFFFFF 00000000 01 = FFFFFFF0 01
1F  00E  7FFFFFFF 00000000 10 = FFFFFFF0 10
1F  00F  7FFFFFFF 00000000 11 = FFFFFFF0 11
1F  010  80000000 00000000 00 = 00000000 00
1F  011  80000000 00000000 01 = 00000000 01
1F  012  80000000 00000000 10 = 00000000 10
1F  013  80000000 00000000 11 = 00000000 11
1F  014  80000001 00000000 00 = 00000010 00
1F  015  80000001 00000000 01 = 00000010 01
1F  016  80000001 00000000 10 = 00000010 10
1F  017  80000001 00000000 11 = 00000010 11
1F  018  FFFFFFFE 00000000 00 = FFFFFFE0 00
1F  019  FFFFFFFE 00000000 01 = FFFFFFE0 01
1F  01A  FFFFFFFE 00000000 10 = FFFFFFE0 10
1F  01B  FFFFFFFE 00000000 11 = FFFFFFE0 11
1F  01C  FFFFFFFF 00000000 00 = FFFFFFF0 00
1F  01D  FFFFFFFF 00000000 01 = FFFFFFF0 01
1F  01E  FFFFFFFF 00000000 10 = FFFFFFF0 10
1F  01F  FFFFFFFF 00000000 11 = FFFFFFF0 11
1F  020  00000000 00000001 00 = 00000000 00
1F  021  00000000 00000001 01 = 00000000 01
1F  022  00000000 00000001 10 = 00000000 10
1F  023  00000000 00000001 11 = 00000000 11
1F  024  00000001 00000001 00 = 00000010 00
1F  025  00000001 00000001 01 = 00000010 01
1F  026  00000001 00000001 10 = 00000010 10
1F  027  00000001 00000001 11 = 00000010 11
1F  028  00000002 00000001 00 = 00000020 00
1F  029  00000002 00000001 01 = 00000020 01
1F  02A  00000002 00000001 10 = 00000020 10
1F  02B  00000002 00000001 11 = 00000020 11
1F  02C  7FFFFFFF 00000001 00 = FFFFFFF0 00
1F  02D  7FFFFFFF 00000001 01 = FFFFFFF0 01
1F  02E  7FFFFFFF 00000001 10 = FFFFFFF0 10
1F  02F  7FFFFFFF 00000001 11 = FFFFFFF0 11
1F  030  80000000 00000001 00 = 00000000 00
1F  031  80000000 00000001 01 = 00000000 01
1F  032  80000000 00000001 10 = 00000000 10
1F  033  80000000 00000001 11 = 00000000 11
1F  034  80000001 00000001 00 = 00000010 00
1F  035  80000001 00000001 01 = 00000010 01
1F  036  80000001 00000001 10 = 00000010 10
1F  037  80000001 00000001 11 = 00000010 11
1F  038  FFFFFFFE 00000001 00 = FFFFFFE0 00
1F  039  FFFFFFFE 00000001 01 = FFFFFFE0 01
1F  03A  FFFFFFFE 00000001 10 = FFFFFFE0 10
1F  03B  FFFFFFFE 00000001 11 = FFFFFFE0 11
1F  03C  FFFFFFFF 00000001 00 = FFFFFFF0 00
1F  03D  FFFFFFFF 00000001 01 = FFFFFFF0 01
1F  03E  FFFFFFFF 00000001 10 = FFFFFFF0 10
1F  03F  FFFFFFFF 00000001 11 = FFFFFFF0 11
1F  040  00000000 00000002 00 = 00000000 00
1F  041  00000000 00000002 01 = 00000000 01
1F  042  00000000 00000002 10 = 00000000 10
1F  043  00000000 00000002 11 = 00000000 11
1F  044  00000001 00000002 00 = 00000010 00
1F  045  00000001 00000002 01 = 00000010 01
1F  046  00000001 00000002 10 = 00000010 10
1F  047  00000001 00000002 11 = 00000010 11
1F  048  00000002 00000002 00 = 00000020 00
1F  049  00000002 00000002 01 = 00000020 01
1F  04A  00000002 00000002 10 = 00000020 10
1F  04B  00000002 00000002 11 = 00000020 11
1F  04C  7FFFFFFF 00000002 00 = FFFFFFF0 00
1F  04D  7FFFFFFF 00000002 01 = FFFFFFF0 01
1F  04E  7FFFFFFF 00000002 10 = FFFFFFF0 10
1F  04F  7FFFFFFF 00000002 11 = FFFFFFF0 11
1F  050  80000000 00000002 00 = 00000000 00
1F  051  80000000 00000002 01 = 00000000 01
1F  052  80000000 00000002 10 = 00000000 10
1F  053  80000000 00000002 11 = 00000000 11
1F  054  80000001 00000002 00 = 00000010 00
1F  055  80000001 00000002 01 = 00000010 01
1F  056  80000001 00000002 10 = 00000010 10
1F  057  80000001 00000002 11 = 00000010 11
1F  058  FFFFFFFE 00000002 00 = FFFFFFE0 00
1F  059  FFFFFFFE 00000002 01 = FFFFFFE0 01
1F  05A  FFFFFFFE 00000002 10 = FFFFFFE0 10
1F  05B  FFFFFFFE 00000002 11 = FFFFFFE0 11
1F  05C  FFFFFFFF 00000002 00 = FFFFFFF0 00
1F  05D  FFFFFFFF 00000002 01 = FFFFFFF0 01
1F  05E  FFFFFFFF 00000002 10 = FFFFFFF0 10
1F  05F  FFFFFFFF 00000002 11 = FFFFFFF0 11
1F  060  00000000 7FFFFFFF 00 = 00000007 00
1F  061  00000000 7FFFFFFF 01 = 00000007 01
1F  062  00000000 7FFFFFFF 10 = 00000007 10
1F  063  00000000 7FFFFFFF 11 = 00000007 11
1F  064  00000001 7FFFFFFF 00 = 00000017 00
1F  065  00000001 7FFFFFFF 01 = 00000017 01
1F  066  00000001 7FFFFFFF 10 = 00000017 10
1F  067  00000001 7FFFFFFF 11 = 00000017 11
1F  068  00000002 7FFFFFFF 00 = 00000027 00
1F  069  00000002 7FFFFFFF 01 = 00000027 01
1F  06A  00000002 7FFFFFFF 10 = 00000027 10
1F  06B  00000002 7FFFFFFF 11 = 00000027 11
1F  06C  7FFFFFFF 7FFFFFFF 00 = FFFFFFF7 00
1F  06D  7FFFFFFF 7FFFFFFF 01 = FFFFFFF7 01
1F  06E  7FFFFFFF 7FFFFFFF 10 = FFFFFFF7 10
1F  06F  7FFFFFFF 7FFFFFFF 11 = FFFFFFF7 11
1F  070  80000000 7FFFFFFF 00 = 00000007 00
1F  071  80000000 7FFFFFFF 01 = 00000007 01
1F  072  80000000 7FFFFFFF 10 = 00000007 10
1F  073  80000000 7FFFFFFF 11 = 00000007 11
1F  074  80000001 7FFFFFFF 00 = 00000017 00
1F  075  80000001 7FFFFFFF 01 = 00000017 01
1F  076  80000001 7FFFFFFF 10 = 00000017 10
1F  077  80000001 7FFFFFFF 11 = 00000017 11
1F  078  FFFFFFFE 7FFFFFFF 00 = FFFFFFE7 00
1F  079  FFFFFFFE 7FFFFFFF 01 = FFFFFFE7 01
1F  07A  FFFFFFFE 7FFFFFFF 10 = FFFFFFE7 10
1F  07B  FFFFFFFE 7FFFFFFF 11 = FFFFFFE7 11
1F  07C  FFFFFFFF 7FFFFFFF 00 = FFFFFFF7 00
1F  07D  FFFFFFFF 7FFFFFFF 01 = FFFFFFF7 01
1F  07E  FFFFFFFF 7FFFFFFF 10 = FFFFFFF7 10
1F  07F  FFFFFFFF 7FFFFFFF 11 = FFFFFFF7 11
1F  080  00000000 80000000 00 = 00000008 00
1F  081  00000000 80000000 01 = 00000008 01
1F  082  00000000 80000000 10 = 00000008 10
1F  083  00000000 80000000 11 = 00000008 11
1F  084  00000001 80000000 00 = 00000018 00
1F  085  00000001 80000000 01 = 00000018 01
1F  086  00000001 80000000 10 = 00000018 10
1F  087  00000001 80000000 11 = 00000018 11
1F  088  00000002 80000000 00 = 00000028 00
1F  089  00000002 80000000 01 = 00000028 01
1F  08A  00000002 80000000 10 = 00000028 10
1F  08B  00000002 80000000 11 = 00000028 11
1F  08C  7FFFFFFF 80000000 00 = FFFFFFF8 00
1F  08D  7FFFFFFF 80000000 01 = FFFFFFF8 01
1F  08E  7FFFFFFF 80000000 10 = FFFFFFF8 10
1F  08F  7FFFFFFF 80000000 11 = FFFFFFF8 11
1F  090  80000000 80000000 00 = 00000008 00
1F  091  80000000 80000000 01 = 00000008 01
1F  092  80000000 80000000 10 = 00000008 10
1F  093  80000000 80000000 11 = 00000008 11
1F  094  80000001 80000000 00 = 00000018 00
1F  095  80000001 80000000 01 = 00000018 01
1F  096  80000001 80000000 10 = 00000018 10
1F  097  80000001 80000000 11 = 00000018 11
1F  098  FFFFFFFE 80000000 00 = FFFFFFE8 00
1F  099  FFFFFFFE 80000000 01 = FFFFFFE8 01
1F  09A  FFFFFFFE 80000000 10 = FFFFFFE8 10
1F  09B  FFFFFFFE 80000000 11 = FFFFFFE8 11
1F  09C  FFFFFFFF 80000000 00 = FFFFFFF8 00
1F  09D  FFFFFFFF 80000000 01 = FFFFFFF8 01
1F  09E  FFFFFFFF 80000000 10 = FFFFFFF8 10
1F  09F  FFFFFFFF 80000000 11 = FFFFFFF8 11
1F  0A0  00000000 80000001 00 = 00000008 00
1F  0A1  00000000 80000001 01 = 00000008 01
1F  0A2  00000000 80000001 10 = 00000008 10
1F  0A3  00000000 80000001 11 = 00000008 11
1F  0A4  00000001 80000001 00 = 00000018 00
1F  0A5  00000001 80000001 01 = 00000018 01
1F  0A6  00000001 80000001 10 = 00000018 10
1F  0A7  00000001 80000001 11 = 00000018 11
1F  0A8  00000002 80000001 00 = 00000028 00
1F  0A9  00000002 80000001 01 = 00000028 01
1F  0AA  00000002 80000001 10 = 00000028 10
1F  0AB  00000002 80000001 11 = 00000028 11
1F  0AC  7FFFFFFF 80000001 00 = FFFFFFF8 00
1F  0AD  7FFFFFFF 80000001 01 = FFFFFFF8 01
1F  0AE  7FFFFFFF 80000001 10 = FFFFFFF8 10
1F  0AF  7FFFFFFF 80000001 11 = FFFFFFF8 11
1F  0B0  80000000 80000001 00 = 00000008 00
1F  0B1  80000000 80000001 01 = 00000008 01
1F  0B2  80000000 80000001 10 = 00000008 10
1F  0B3  80000000 80000001 11 = 00000008 11
1F  0B4  80000001 80000001 00 = 00000018 00
1F  0B5  80000001 80000001 01 = 00000018 01
1F  0B6  80000001 80000001 10 = 00000018 10
1F  0B7  80000001 80000001 11 = 00000018 11
1F  0B8  FFFFFFFE 80000001 00 = FFFFFFE8 00
1F  0B9  FFFFFFFE 80000001 01 = FFFFFFE8 01
1F  0BA  FFFFFFFE 80000001 10 = FFFFFFE8 10
1F  0BB  FFFFFFFE 80000001 11 = FFFFFFE8 11
1F  0BC  FFFFFFFF 80000001 00 = FFFFFFF8 00
1F  0BD  FFFFFFFF 80000001 01 = FFFFFFF8 01
1F  0BE  FFFFFFFF 80000001 10 = FFFFFFF8 10
1F  0BF  FFFFFFFF 80000001 11 = FFFFFFF8 11
1F  0C0  00000000 FFFFFFFE 00 = 0000000F 00
1F  0C1  00000000 FFFFFFFE 01 = 0000000F 01
1F  0C2  00000000 FFFFFFFE 10 = 0000000F 10
1F  0C3  00000000 FFFFFFFE 11 = 0000000F 11
1F  0C4  00000001 FFFFFFFE 00 = 0000001F 00
1F  0C5  00000001 FFFFFFFE 01 = 0000001F 01
1F  0C6  00000001 FFFFFFFE 10 = 0000001F 10
1F  0C7  00000001 FFFFFFFE 11 = 0000001F 11
1F  0C8  00000002 FFFFFFFE 00 = 0000002F 00
1F  0C9  00000002 FFFFFFFE 01 = 0000002F 01
1F  0CA  00000002 FFFFFFFE 10 = 0000002F 10
1F  0CB  00000002 FFFFFFFE 11 = 0000002F 11
1F  0CC  7FFFFFFF FFFFFFFE 00 = FFFFFFFF 00
1F  0CD  7FFFFFFF FFFFFFFE 01 = FFFFFFFF 01
1F  0CE  7FFFFFFF FFFFFFFE 10 = FFFFFFFF 10
1F  0CF  7FFFFFFF FFFFFFFE 11 = FFFFFFFF 11
1F  0D0  80000000 FFFFFFFE 00 = 0000000F 00
1F  0D1  80000000 FFFFFFFE 01 = 0000000F 01
1F  0D2  80000000 FFFFFFFE 10 = 0000000F 10
1F  0D3  80000000 FFFFFFFE 11 = 0000000F 11
1F  0D4  80000001 FFFFFFFE 00 = 0000001F 00
1F  0D5  80000001 FFFFFFFE 01 = 0000001F 01
1F  0D6  80000001 FFFFFFFE 10 = 0000001F 10
1F  0D7  80000001 FFFFFFFE 11 = 0000001F 11
1F  0D8  FFFFFFFE FFFFFFFE 00 = FFFFFFEF 00
1F  0D9  FFFFFFFE FFFFFFFE 01 = FFFFFFEF 01
1F  0DA  FFFFFFFE FFFFFFFE 10 = FFFFFFEF 10
1F  0DB  FFFFFFFE FFFFFFFE 11 = FFFFFFEF 11
1F  0DC  FFFFFFFF FFFFFFFE 00 = FFFFFFFF 00
1F  0DD  FFFFFFFF FFFFFFFE 01 = FFFFFFFF 01
1F  0DE  FFFFFFFF FFFFFFFE 10 = FFFFFFFF 10
1F  0DF  FFFFFFFF FFFFFFFE 11 = FFFFFFFF 11
1F  0E0  00000000 FFFFFFFF 00 = 0000000F 00
1F  0E1  00000000 FFFFFFFF 01 = 0000000F 01
1F  0E2  00000000 FFFFFFFF 10 = 0000000F 10
1F  0E3  00000000 FFFFFFFF 11 = 0000000F 11
1F  0E4  00000001 FFFFFFFF 00 = 0000001F 00
1F  0E5  00000001 FFFFFFFF 01 = 0000001F 01
1F  0E6  00000001 FFFFFFFF 10 = 0000001F 10
1F  0E7  00000001 FFFFFFFF 11 = 0000001F 11
1F  0E8  00000002 FFFFFFFF 00 = 0000002F 00
1F  0E9  00000002 FFFFFFFF 01 = 0000002F 01
1F  0EA  00000002 FFFFFFFF 10 = 0000002F 10
1F  0EB  00000002 FFFFFFFF 11 = 0000002F 11
1F  0EC  7FFFFFFF FFFFFFFF 00 = FFFFFFFF 00
1F  0ED  7FFFFFFF FFFFFFFF 01 = FFFFFFFF 01
1F  0EE  7FFFFFFF FFFFFFFF 10 = FFFFFFFF 10
1F  0EF  7FFFFFFF FFFFFFFF 11 = FFFFFFFF 11
1F  0F0  80000000 FFFFFFFF 00 = 0000000F 00
1F  0F1  80000000 FFFFFFFF 01 = 0000000F 01
1F  0F2  80000000 FFFFFFFF 10 = 0000000F 10
1F  0F3  80000000 FFFFFFFF 11 = 0000000F 11
1F  0F4  80000001 FFFFFFFF 00 = 0000001F 00
1F  0F5  80000001 FFFFFFFF 01 = 0000001F 01
1F  0F6  80000001 FFFFFFFF 10 = 0000001F 10
1F  0F7  80000001 FFFFFFFF 11 = 0000001F 11
1F  0F8  FFFFFFFE FFFFFFFF 00 = FFFFFFEF 00
